Permutations with 1 ones:
unique_permutations 9
[1, 0, 0, 1, 0, 0, 0, 0, 1]
[0, 0, 1, 0, 0, 0, 1, 0, 1]
[0, 0, 1, 0, 0, 0, 1, 1, 0]
[0, 1, 0, 0, 1, 0, 0, 1, 0]
[1, 0, 0, 1, 1, 0, 0, 0, 0]
[1, 1, 1, 0, 0, 0, 0, 0, 0]
[0, 1, 0, 0, 1, 0, 0, 0, 1]
[1, 0, 1, 0, 1, 0, 0, 0, 0]
[0, 0, 1, 1, 0, 1, 0, 0, 0]
[1, 1, 0, 0, 0, 0, 0, 0, 1]
[1, 0, 0, 1, 0, 1, 0, 0, 0]
[0, 0, 1, 1, 0, 0, 1, 0, 0]
[0, 0, 0, 1, 0, 1, 1, 0, 0]
[0, 1, 0, 0, 0, 0, 0, 1, 1]
[1, 0, 0, 0, 1, 0, 0, 0, 1]
[1, 0, 1, 0, 0, 0, 1, 0, 0]
[0, 0, 1, 0, 0, 1, 0, 1, 0]
[0, 1, 0, 0, 0, 1, 0, 1, 0]
[1, 0, 0, 1, 0, 0, 0, 1, 0]
[1, 0, 0, 0, 0, 0, 0, 1, 1]
[0, 0, 1, 0, 0, 1, 0, 0, 1]
[0, 0, 0, 1, 0, 0, 1, 0, 1]
[0, 0, 0, 1, 0, 0, 1, 1, 0]
[0, 1, 0, 0, 0, 1, 0, 0, 1]
[0, 0, 1, 0, 0, 0, 0, 1, 1]
[0, 0, 0, 0, 1, 0, 0, 1, 1]
[1, 0, 0, 0, 0, 1, 0, 0, 1]
[1, 0, 0, 0, 1, 0, 1, 0, 0]
[0, 1, 0, 1, 0, 0, 0, 0, 1]
[0, 1, 0, 0, 1, 1, 0, 0, 0]
[0, 1, 1, 0, 0, 0, 1, 0, 0]
[0, 1, 1, 1, 0, 0, 0, 0, 0]
[1, 0, 0, 0, 1, 0, 0, 1, 0]
[1, 1, 0, 1, 0, 0, 0, 0, 0]
[0, 0, 0, 1, 0, 1, 0, 1, 0]
[1, 0, 1, 0, 0, 0, 0, 1, 0]
[0, 0, 1, 1, 1, 0, 0, 0, 0]
[0, 1, 0, 0, 1, 0, 1, 0, 0]
[0, 0, 0, 0, 1, 1, 1, 0, 0]
[1, 0, 1, 0, 0, 0, 0, 0, 1]
[1, 1, 0, 0, 0, 0, 1, 0, 0]
[0, 1, 0, 1, 1, 0, 0, 0, 0]
[1, 0, 0, 1, 0, 0, 1, 0, 0]
[0, 0, 0, 0, 0, 1, 1, 1, 0]
[1, 0, 0, 0, 0, 1, 0, 1, 0]
[0, 1, 1, 0, 1, 0, 0, 0, 0]
[0, 0, 0, 0, 1, 0, 1, 0, 1]
[0, 1, 1, 0, 0, 0, 0, 1, 0]
[0, 1, 1, 0, 0, 0, 0, 0, 1]
[1, 1, 0, 0, 1, 0, 0, 0, 0]
[0, 0, 0, 1, 1, 1, 0, 0, 0]
[0, 0, 0, 1, 0, 1, 0, 0, 1]
[0, 0, 0, 0, 0, 1, 0, 1, 1]
[0, 0, 1, 0, 1, 0, 0, 1, 0]
[1, 0, 0, 0, 0, 0, 1, 1, 0]
[0, 0, 0, 1, 1, 0, 1, 0, 0]
[0, 0, 0, 0, 0, 0, 1, 1, 1]
[0, 0, 1, 0, 0, 1, 1, 0, 0]
[1, 0, 1, 0, 0, 1, 0, 0, 0]
[0, 1, 0, 0, 0, 1, 1, 0, 0]
[0, 0, 0, 0, 0, 1, 1, 0, 1]
[0, 0, 0, 0, 1, 0, 1, 1, 0]
[0, 0, 1, 0, 1, 1, 0, 0, 0]
[1, 0, 0, 0, 0, 1, 1, 0, 0]
[0, 0, 0, 1, 0, 0, 0, 1, 1]
[1, 0, 0, 0, 1, 1, 0, 0, 0]
[1, 0, 1, 1, 0, 0, 0, 0, 0]
[0, 1, 0, 1, 0, 0, 1, 0, 0]
[0, 0, 1, 1, 0, 0, 0, 0, 1]
[0, 0, 1, 1, 0, 0, 0, 1, 0]
[0, 0, 0, 1, 1, 0, 0, 0, 1]
[0, 0, 0, 1, 1, 0, 0, 1, 0]
[0, 1, 1, 0, 0, 1, 0, 0, 0]
[1, 1, 0, 0, 0, 0, 0, 1, 0]
[1, 1, 0, 0, 0, 1, 0, 0, 0]
[0, 0, 1, 0, 1, 0, 1, 0, 0]
[0, 1, 0, 0, 0, 0, 1, 1, 0]
[0, 0, 0, 0, 1, 1, 0, 1, 0]
[0, 1, 0, 1, 0, 1, 0, 0, 0]
[0, 0, 1, 0, 1, 0, 0, 0, 1]
[0, 1, 0, 0, 0, 0, 1, 0, 1]
[0, 0, 0, 0, 1, 1, 0, 0, 1]
[0, 1, 0, 1, 0, 0, 0, 1, 0]
[1, 0, 0, 0, 0, 0, 1, 0, 1]

Permutations with 4 ones:
unique_permutations 126
[0, 1, 0, 0, 1, 1, 0, 0, 1]
[1, 1, 0, 1, 0, 0, 0, 1, 0]
[0, 1, 1, 1, 0, 0, 0, 0, 1]
[0, 0, 1, 1, 1, 1, 0, 0, 0]
[0, 1, 0, 0, 1, 0, 1, 1, 0]
[0, 0, 0, 1, 1, 1, 0, 0, 1]
[0, 0, 0, 1, 0, 1, 0, 1, 1]
[0, 1, 0, 1, 0, 1, 0, 1, 0]
[0, 0, 0, 0, 1, 1, 1, 1, 0]
[1, 0, 1, 0, 0, 0, 0, 1, 1]
[0, 0, 1, 1, 1, 0, 0, 0, 1]
[0, 1, 0, 0, 1, 1, 1, 0, 0]
[0, 0, 1, 1, 1, 0, 0, 1, 0]
[1, 0, 0, 1, 0, 0, 1, 1, 0]
[1, 0, 0, 0, 0, 0, 1, 1, 1]
[0, 1, 0, 1, 0, 1, 1, 0, 0]
[1, 1, 0, 1, 0, 1, 0, 0, 0]
[0, 0, 1, 0, 0, 1, 1, 0, 1]
[0, 1, 1, 0, 1, 1, 0, 0, 0]
[0, 0, 0, 0, 1, 1, 1, 0, 1]
[1, 0, 1, 0, 0, 1, 0, 0, 1]
[1, 0, 1, 0, 0, 1, 0, 1, 0]
[1, 0, 0, 1, 0, 0, 1, 0, 1]
[0, 0, 0, 0, 1, 0, 1, 1, 1]
[0, 0, 1, 0, 1, 1, 0, 0, 1]
[0, 0, 0, 0, 0, 1, 1, 1, 1]
[1, 0, 1, 1, 0, 0, 0, 0, 1]
[1, 0, 0, 0, 1, 1, 0, 1, 0]
[0, 1, 0, 1, 0, 0, 1, 0, 1]
[1, 0, 0, 0, 1, 1, 1, 0, 0]
[1, 1, 0, 0, 1, 0, 0, 1, 0]
[0, 0, 0, 1, 1, 0, 0, 1, 1]
[1, 1, 0, 0, 1, 1, 0, 0, 0]
[0, 1, 1, 0, 0, 1, 0, 0, 1]
[0, 1, 1, 0, 0, 1, 0, 1, 0]
[0, 0, 1, 0, 1, 1, 1, 0, 0]
[1, 0, 1, 0, 1, 0, 1, 0, 0]
[1, 1, 0, 1, 0, 0, 1, 0, 0]
[1, 1, 0, 0, 0, 1, 0, 0, 1]
[0, 0, 0, 1, 1, 1, 0, 1, 0]
[0, 0, 0, 1, 1, 0, 1, 1, 0]
[0, 0, 1, 0, 1, 0, 1, 0, 1]
[0, 0, 1, 0, 1, 0, 1, 1, 0]
[0, 0, 1, 0, 0, 1, 1, 1, 0]
[0, 1, 0, 0, 0, 1, 1, 1, 0]
[0, 0, 1, 0, 1, 0, 0, 1, 1]
[1, 1, 1, 1, 0, 0, 0, 0, 0]
[0, 1, 0, 1, 1, 0, 1, 0, 0]
[0, 0, 0, 1, 1, 0, 1, 0, 1]
[0, 0, 1, 0, 1, 1, 0, 1, 0]
[1, 0, 0, 0, 0, 1, 1, 1, 0]
[1, 0, 1, 1, 0, 0, 0, 1, 0]
[0, 1, 0, 0, 0, 1, 1, 0, 1]
[1, 0, 0, 0, 0, 1, 1, 0, 1]
[0, 1, 0, 1, 0, 0, 1, 1, 0]
[0, 1, 1, 0, 0, 0, 1, 1, 0]
[1, 0, 0, 0, 1, 1, 0, 0, 1]
[0, 1, 1, 1, 0, 1, 0, 0, 0]
[0, 1, 1, 1, 1, 0, 0, 0, 0]
[0, 0, 1, 1, 0, 0, 0, 1, 1]
[1, 1, 0, 0, 1, 0, 1, 0, 0]
[1, 0, 0, 1, 1, 0, 1, 0, 0]
[1, 0, 1, 0, 0, 1, 1, 0, 0]
[1, 1, 0, 1, 1, 0, 0, 0, 0]
[1, 0, 1, 0, 1, 0, 0, 0, 1]
[1, 1, 0, 0, 0, 1, 0, 1, 0]
[0, 0, 1, 1, 0, 1, 0, 0, 1]
[1, 1, 1, 0, 0, 1, 0, 0, 0]
[1, 1, 0, 0, 0, 0, 0, 1, 1]
[1, 0, 0, 1, 0, 1, 0, 1, 0]
[0, 0, 0, 1, 0, 1, 1, 0, 1]
[0, 0, 1, 1, 0, 0, 1, 1, 0]
[0, 0, 0, 1, 0, 1, 1, 1, 0]
[0, 0, 1, 1, 1, 0, 1, 0, 0]
[1, 1, 0, 0, 0, 0, 1, 1, 0]
[0, 1, 0, 0, 0, 0, 1, 1, 1]
[0, 0, 0, 0, 1, 1, 0, 1, 1]
[1, 0, 0, 1, 0, 0, 0, 1, 1]
[0, 1, 0, 1, 0, 1, 0, 0, 1]
[0, 0, 0, 1, 1, 1, 1, 0, 0]
[1, 1, 1, 0, 1, 0, 0, 0, 0]
[1, 1, 0, 0, 0, 1, 1, 0, 0]
[1, 0, 1, 0, 1, 1, 0, 0, 0]
[0, 1, 0, 1, 0, 0, 0, 1, 1]
[1, 0, 1, 1, 0, 0, 1, 0, 0]
[1, 0, 0, 1, 1, 0, 0, 1, 0]
[1, 1, 1, 0, 0, 0, 0, 1, 0]
[0, 1, 1, 0, 1, 0, 1, 0, 0]
[0, 0, 1, 0, 0, 0, 1, 1, 1]
[0, 1, 0, 0, 1, 0, 0, 1, 1]
[1, 0, 0, 1, 1, 0, 0, 0, 1]
[1, 1, 1, 0, 0, 0, 0, 0, 1]
[1, 0, 1, 0, 1, 0, 0, 1, 0]
[1, 0, 1, 1, 0, 1, 0, 0, 0]
[0, 0, 1, 1, 0, 1, 0, 1, 0]
[0, 1, 1, 0, 0, 1, 1, 0, 0]
[0, 1, 1, 0, 0, 0, 1, 0, 1]
[0, 1, 0, 0, 1, 1, 0, 1, 0]
[0, 1, 1, 1, 0, 0, 0, 1, 0]
[0, 1, 1, 1, 0, 0, 1, 0, 0]
[1, 0, 0, 0, 1, 0, 0, 1, 1]
[1, 1, 0, 1, 0, 0, 0, 0, 1]
[1, 0, 1, 0, 0, 0, 1, 1, 0]
[1, 0, 0, 1, 0, 1, 0, 0, 1]
[0, 0, 1, 1, 0, 0, 1, 0, 1]
[0, 1, 0, 1, 1, 0, 0, 1, 0]
[1, 1, 1, 0, 0, 0, 1, 0, 0]
[1, 0, 1, 0, 0, 0, 1, 0, 1]
[0, 1, 0, 0, 1, 0, 1, 0, 1]
[1, 0, 1, 1, 1, 0, 0, 0, 0]
[0, 0, 1, 0, 0, 1, 0, 1, 1]
[0, 0, 1, 1, 0, 1, 1, 0, 0]
[1, 1, 0, 0, 0, 0, 1, 0, 1]
[0, 1, 0, 0, 0, 1, 0, 1, 1]
[0, 1, 0, 1, 1, 0, 0, 0, 1]
[1, 0, 0, 0, 0, 1, 0, 1, 1]
[1, 0, 0, 0, 1, 0, 1, 1, 0]
[1, 0, 0, 1, 0, 1, 1, 0, 0]
[0, 1, 0, 1, 1, 1, 0, 0, 0]
[0, 1, 1, 0, 1, 0, 0, 0, 1]
[0, 0, 0, 1, 0, 0, 1, 1, 1]
[0, 1, 1, 0, 1, 0, 0, 1, 0]
[1, 0, 0, 0, 1, 0, 1, 0, 1]
[0, 1, 1, 0, 0, 0, 0, 1, 1]
[1, 0, 0, 1, 1, 1, 0, 0, 0]
[1, 1, 0, 0, 1, 0, 0, 0, 1]

Permutations with 5 ones:
unique_permutations 126
[0, 0, 1, 1, 1, 0, 1, 0, 1]
[1, 1, 1, 1, 1, 0, 0, 0, 0]
[0, 0, 1, 1, 1, 0, 1, 1, 0]
[0, 1, 0, 1, 1, 0, 1, 1, 0]
[0, 0, 0, 1, 1, 0, 1, 1, 1]
[1, 1, 0, 0, 0, 0, 1, 1, 1]
[1, 1, 0, 1, 0, 1, 1, 0, 0]
[1, 1, 1, 1, 0, 0, 0, 0, 1]
[0, 1, 0, 1, 1, 0, 1, 0, 1]
[1, 0, 0, 0, 0, 1, 1, 1, 1]
[0, 0, 0, 1, 1, 1, 1, 0, 1]
[1, 1, 1, 0, 1, 0, 0, 0, 1]
[0, 1, 1, 1, 1, 1, 0, 0, 0]
[1, 1, 1, 0, 1, 0, 0, 1, 0]
[0, 0, 0, 1, 1, 1, 1, 1, 0]
[1, 0, 1, 0, 1, 1, 0, 1, 0]
[1, 0, 1, 1, 0, 1, 0, 1, 0]
[0, 1, 1, 1, 0, 1, 0, 1, 0]
[0, 1, 0, 1, 1, 1, 1, 0, 0]
[1, 0, 1, 0, 1, 1, 1, 0, 0]
[1, 1, 1, 1, 0, 1, 0, 0, 0]
[0, 1, 1, 0, 0, 0, 1, 1, 1]
[0, 1, 1, 0, 1, 0, 1, 1, 0]
[1, 1, 0, 0, 1, 0, 1, 1, 0]
[1, 0, 1, 0, 0, 1, 1, 1, 0]
[0, 1, 1, 1, 0, 1, 0, 0, 1]
[0, 1, 1, 1, 1, 0, 0, 0, 1]
[1, 1, 1, 1, 0, 0, 1, 0, 0]
[1, 0, 1, 0, 1, 0, 0, 1, 1]
[0, 0, 1, 1, 0, 1, 0, 1, 1]
[1, 1, 0, 0, 1, 0, 1, 0, 1]
[0, 1, 1, 0, 0, 1, 1, 1, 0]
[1, 1, 1, 0, 0, 1, 0, 1, 0]
[1, 0, 1, 0, 0, 1, 1, 0, 1]
[1, 1, 0, 1, 1, 1, 0, 0, 0]
[1, 1, 1, 0, 0, 0, 1, 1, 0]
[1, 1, 0, 0, 1, 1, 1, 0, 0]
[1, 1, 0, 1, 0, 1, 0, 1, 0]
[1, 1, 1, 0, 0, 1, 0, 0, 1]
[0, 1, 1, 1, 0, 0, 1, 0, 1]
[1, 0, 0, 1, 0, 1, 0, 1, 1]
[0, 1, 0, 1, 1, 0, 0, 1, 1]
[0, 0, 1, 1, 0, 0, 1, 1, 1]
[1, 1, 1, 0, 0, 0, 1, 0, 1]
[1, 0, 1, 1, 1, 0, 0, 1, 0]
[1, 1, 0, 0, 0, 1, 1, 1, 0]
[1, 0, 1, 1, 0, 0, 1, 1, 0]
[1, 1, 0, 0, 0, 1, 1, 0, 1]
[0, 1, 0, 1, 1, 1, 0, 0, 1]
[1, 0, 1, 0, 1, 1, 0, 0, 1]
[0, 1, 1, 0, 1, 0, 0, 1, 1]
[1, 0, 1, 1, 0, 0, 1, 0, 1]
[1, 0, 0, 1, 1, 0, 0, 1, 1]
[1, 1, 1, 0, 0, 0, 0, 1, 1]
[0, 1, 1, 0, 1, 0, 1, 0, 1]
[1, 1, 1, 0, 1, 1, 0, 0, 0]
[1, 0, 0, 1, 1, 1, 0, 0, 1]
[1, 0, 0, 1, 1, 1, 0, 1, 0]
[1, 0, 1, 1, 0, 1, 0, 0, 1]
[1, 1, 1, 0, 1, 0, 1, 0, 0]
[0, 1, 1, 0, 0, 1, 1, 0, 1]
[0, 1, 0, 0, 1, 1, 0, 1, 1]
[1, 1, 0, 1, 0, 0, 0, 1, 1]
[0, 1, 1, 1, 0, 0, 0, 1, 1]
[0, 0, 1, 1, 1, 1, 0, 0, 1]
[0, 0, 1, 1, 1, 1, 1, 0, 0]
[1, 0, 1, 0, 0, 0, 1, 1, 1]
[0, 1, 1, 0, 1, 1, 0, 1, 0]
[0, 1, 0, 0, 1, 0, 1, 1, 1]
[0, 0, 1, 1, 0, 1, 1, 1, 0]
[1, 1, 1, 0, 0, 1, 1, 0, 0]
[0, 0, 1, 1, 1, 0, 0, 1, 1]
[0, 1, 0, 1, 0, 1, 1, 0, 1]
[1, 0, 1, 1, 1, 0, 0, 0, 1]
[0, 1, 0, 1, 0, 1, 1, 1, 0]
[1, 1, 0, 1, 0, 1, 0, 0, 1]
[1, 0, 0, 1, 0, 1, 1, 1, 0]
[0, 0, 1, 1, 0, 1, 1, 0, 1]
[0, 1, 0, 1, 1, 1, 0, 1, 0]
[0, 1, 1, 1, 1, 0, 1, 0, 0]
[1, 0, 0, 1, 1, 0, 1, 1, 0]
[1, 0, 1, 1, 1, 1, 0, 0, 0]
[1, 0, 0, 0, 1, 0, 1, 1, 1]
[1, 0, 0, 1, 0, 1, 1, 0, 1]
[1, 1, 0, 1, 1, 0, 1, 0, 0]
[0, 1, 1, 0, 1, 1, 1, 0, 0]
[1, 0, 0, 0, 1, 1, 1, 0, 1]
[1, 1, 0, 0, 1, 0, 0, 1, 1]
[1, 0, 1, 0, 1, 0, 1, 1, 0]
[1, 0, 0, 0, 1, 1, 1, 1, 0]
[0, 0, 1, 1, 1, 1, 0, 1, 0]
[1, 1, 0, 0, 1, 1, 0, 1, 0]
[0, 1, 1, 0, 0, 1, 0, 1, 1]
[0, 0, 1, 0, 1, 1, 1, 1, 0]
[0, 0, 0, 1, 1, 1, 0, 1, 1]
[1, 0, 1, 1, 1, 0, 1, 0, 0]
[0, 0, 1, 0, 1, 0, 1, 1, 1]
[0, 1, 0, 1, 0, 1, 0, 1, 1]
[0, 0, 1, 0, 0, 1, 1, 1, 1]
[0, 0, 0, 0, 1, 1, 1, 1, 1]
[0, 1, 0, 0, 0, 1, 1, 1, 1]
[0, 1, 0, 0, 1, 1, 1, 0, 1]
[1, 0, 0, 1, 0, 0, 1, 1, 1]
[1, 1, 1, 1, 0, 0, 0, 1, 0]
[0, 1, 0, 0, 1, 1, 1, 1, 0]
[0, 0, 1, 0, 1, 1, 0, 1, 1]
[0, 1, 1, 0, 1, 1, 0, 0, 1]
[1, 0, 1, 1, 0, 0, 0, 1, 1]
[1, 0, 1, 0, 0, 1, 0, 1, 1]
[0, 1, 0, 1, 0, 0, 1, 1, 1]
[1, 1, 0, 1, 1, 0, 0, 1, 0]
[1, 0, 0, 0, 1, 1, 0, 1, 1]
[0, 1, 1, 1, 1, 0, 0, 1, 0]
[1, 0, 0, 1, 1, 1, 1, 0, 0]
[1, 0, 1, 1, 0, 1, 1, 0, 0]
[1, 0, 0, 1, 1, 0, 1, 0, 1]
[0, 1, 1, 1, 0, 1, 1, 0, 0]
[1, 1, 0, 1, 1, 0, 0, 0, 1]
[1, 1, 0, 1, 0, 0, 1, 1, 0]
[1, 1, 0, 0, 0, 1, 0, 1, 1]
[0, 1, 1, 1, 0, 0, 1, 1, 0]
[1, 1, 0, 0, 1, 1, 0, 0, 1]
[0, 0, 1, 0, 1, 1, 1, 0, 1]
[1, 0, 1, 0, 1, 0, 1, 0, 1]
[1, 1, 0, 1, 0, 0, 1, 0, 1]
[0, 0, 0, 1, 0, 1, 1, 1, 1]

Permutations with 6 ones:
unique_permutations 84
[1, 1, 1, 0, 1, 1, 0, 1, 0]
[1, 1, 0, 1, 1, 0, 1, 0, 1]
[1, 1, 1, 0, 1, 0, 1, 1, 0]
[0, 0, 1, 1, 1, 1, 0, 1, 1]
[1, 1, 1, 0, 1, 0, 1, 0, 1]
[0, 1, 1, 0, 1, 1, 0, 1, 1]
[0, 0, 1, 1, 0, 1, 1, 1, 1]
[1, 1, 1, 0, 0, 1, 1, 0, 1]
[0, 1, 0, 0, 1, 1, 1, 1, 1]
[1, 0, 1, 1, 1, 1, 0, 1, 0]
[1, 0, 0, 1, 0, 1, 1, 1, 1]
[1, 0, 1, 0, 1, 1, 1, 1, 0]
[1, 1, 0, 1, 1, 0, 1, 1, 0]
[0, 1, 1, 1, 1, 0, 1, 0, 1]
[1, 0, 0, 1, 1, 0, 1, 1, 1]
[0, 1, 1, 0, 1, 1, 1, 1, 0]
[0, 1, 1, 1, 0, 1, 1, 1, 0]
[1, 1, 0, 1, 1, 0, 0, 1, 1]
[1, 1, 1, 0, 1, 1, 1, 0, 0]
[0, 1, 1, 0, 1, 1, 1, 0, 1]
[1, 0, 0, 1, 1, 1, 1, 1, 0]
[1, 1, 1, 1, 1, 1, 0, 0, 0]
[1, 0, 1, 1, 0, 1, 1, 0, 1]
[1, 0, 1, 0, 1, 0, 1, 1, 1]
[1, 0, 0, 0, 1, 1, 1, 1, 1]
[0, 1, 1, 1, 0, 1, 1, 0, 1]
[0, 1, 1, 1, 0, 0, 1, 1, 1]
[1, 1, 0, 0, 1, 1, 0, 1, 1]
[0, 0, 1, 0, 1, 1, 1, 1, 1]
[1, 0, 1, 1, 1, 0, 1, 0, 1]
[1, 0, 1, 1, 1, 0, 1, 1, 0]
[0, 1, 0, 1, 1, 1, 1, 1, 0]
[0, 1, 1, 1, 1, 1, 1, 0, 0]
[1, 1, 1, 1, 0, 0, 0, 1, 1]
[1, 0, 1, 1, 1, 1, 1, 0, 0]
[0, 1, 1, 1, 1, 1, 0, 0, 1]
[1, 0, 1, 1, 0, 1, 0, 1, 1]
[1, 0, 1, 0, 1, 1, 1, 0, 1]
[1, 1, 1, 1, 0, 1, 0, 0, 1]
[1, 1, 1, 1, 1, 0, 1, 0, 0]
[1, 0, 1, 1, 0, 1, 1, 1, 0]
[0, 1, 1, 1, 1, 0, 0, 1, 1]
[1, 0, 0, 1, 1, 1, 1, 0, 1]
[1, 1, 0, 1, 0, 0, 1, 1, 1]
[0, 0, 1, 1, 1, 1, 1, 1, 0]
[1, 1, 1, 1, 1, 0, 0, 1, 0]
[1, 1, 0, 1, 0, 1, 1, 1, 0]
[1, 1, 1, 1, 1, 0, 0, 0, 1]
[0, 0, 1, 1, 1, 0, 1, 1, 1]
[0, 1, 0, 1, 1, 0, 1, 1, 1]
[1, 1, 0, 1, 0, 1, 1, 0, 1]
[0, 1, 1, 1, 1, 1, 0, 1, 0]
[1, 1, 1, 1, 0, 1, 0, 1, 0]
[0, 0, 0, 1, 1, 1, 1, 1, 1]
[1, 1, 1, 0, 1, 0, 0, 1, 1]
[1, 0, 1, 0, 1, 1, 0, 1, 1]
[0, 1, 1, 1, 0, 1, 0, 1, 1]
[0, 1, 0, 1, 1, 1, 1, 0, 1]
[0, 1, 1, 0, 1, 0, 1, 1, 1]
[1, 1, 0, 0, 1, 0, 1, 1, 1]
[1, 1, 1, 0, 1, 1, 0, 0, 1]
[1, 0, 1, 0, 0, 1, 1, 1, 1]
[1, 1, 0, 1, 1, 1, 0, 1, 0]
[1, 0, 0, 1, 1, 1, 0, 1, 1]
[1, 1, 1, 1, 0, 0, 1, 0, 1]
[1, 1, 1, 1, 0, 0, 1, 1, 0]
[1, 1, 0, 0, 1, 1, 1, 1, 0]
[0, 1, 1, 0, 0, 1, 1, 1, 1]
[1, 1, 1, 0, 0, 1, 0, 1, 1]
[1, 1, 0, 1, 1, 1, 0, 0, 1]
[1, 1, 1, 1, 0, 1, 1, 0, 0]
[1, 1, 1, 0, 0, 0, 1, 1, 1]
[1, 1, 0, 0, 1, 1, 1, 0, 1]
[1, 1, 0, 1, 0, 1, 0, 1, 1]
[0, 0, 1, 1, 1, 1, 1, 0, 1]
[1, 1, 1, 0, 0, 1, 1, 1, 0]
[0, 1, 0, 1, 0, 1, 1, 1, 1]
[1, 1, 0, 1, 1, 1, 1, 0, 0]
[1, 0, 1, 1, 1, 0, 0, 1, 1]
[1, 1, 0, 0, 0, 1, 1, 1, 1]
[0, 1, 0, 1, 1, 1, 0, 1, 1]
[1, 0, 1, 1, 0, 0, 1, 1, 1]
[0, 1, 1, 1, 1, 0, 1, 1, 0]
[1, 0, 1, 1, 1, 1, 0, 0, 1]

Permutations with 7 ones:
unique_permutations 36
[1, 1, 0, 0, 1, 1, 1, 1, 1]
[0, 0, 1, 1, 1, 1, 1, 1, 1]
[1, 1, 1, 1, 0, 1, 1, 0, 1]
[1, 1, 1, 1, 1, 0, 0, 1, 1]
[1, 1, 0, 1, 0, 1, 1, 1, 1]
[1, 1, 0, 1, 1, 1, 1, 1, 0]
[0, 1, 1, 1, 1, 1, 1, 1, 0]
[1, 0, 1, 1, 1, 0, 1, 1, 1]
[1, 0, 1, 1, 1, 1, 1, 1, 0]
[1, 1, 1, 0, 0, 1, 1, 1, 1]
[0, 1, 1, 1, 1, 1, 1, 0, 1]
[0, 1, 1, 1, 1, 1, 0, 1, 1]
[1, 0, 1, 1, 1, 1, 0, 1, 1]
[1, 1, 0, 1, 1, 1, 1, 0, 1]
[0, 1, 0, 1, 1, 1, 1, 1, 1]
[1, 0, 1, 0, 1, 1, 1, 1, 1]
[1, 1, 0, 1, 1, 0, 1, 1, 1]
[1, 0, 1, 1, 1, 1, 1, 0, 1]
[1, 1, 1, 1, 0, 1, 0, 1, 1]
[1, 1, 1, 1, 1, 0, 1, 1, 0]
[0, 1, 1, 1, 1, 0, 1, 1, 1]
[1, 1, 1, 0, 1, 1, 1, 1, 0]
[0, 1, 1, 1, 0, 1, 1, 1, 1]
[0, 1, 1, 0, 1, 1, 1, 1, 1]
[1, 1, 1, 0, 1, 1, 0, 1, 1]
[1, 1, 1, 1, 1, 1, 0, 1, 0]
[1, 0, 1, 1, 0, 1, 1, 1, 1]
[1, 1, 1, 1, 1, 0, 1, 0, 1]
